rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,competition,element,element_no,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
5,Gubanova Anastasiia,GEO,8,67.79,35.24,32.55,0.0,2.1,owg2026,SSp3,7.0,0.0,,2.61,0.51,,1,,2526,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1,women,team
5,Gubanova Anastasiia,GEO,8,67.79,35.24,32.55,0.0,,owg2026,,,,1.33,8.18,,,0,Composition,2526,8.25,8.25,8.25,8.0,7.75,8.25,8.25,8.0,8.75,1,women,team
5,Gubanova Anastasiia,GEO,8,67.79,35.24,32.55,0.0,,owg2026,,,,1.33,8.29,,,0,Presentation,2526,8.0,8.5,8.5,8.0,8.25,7.75,8.75,8.25,8.5,1,women,team
5,Gubanova Anastasiia,GEO,8,67.79,35.24,32.55,0.0,,owg2026,,,,1.33,8.0,,,0,Skating Skills,2526,7.75,8.0,8.25,7.75,7.75,7.5,8.5,8.0,8.5,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,10.1,owg2026,3Lz+3Tq,1.0,0.0,,9.17,-0.93,q,1,,2526,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,3.3,owg2026,2A,2.0,0.0,,3.91,0.61,,1,,2526,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,3.5,owg2026,CCoSp4,3.0,0.0,,4.1,0.6,,1,,2526,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,5.39,owg2026,3Lo,4.0,1.0,,6.44,1.05,,1,,2526,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,3.0,owg2026,FSSp4,5.0,0.0,,3.34,0.34,,1,,2526,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,3.3,owg2026,StSq3,6.0,0.0,,4.15,0.85,,1,,2526,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,2.7,owg2026,LSp4,7.0,0.0,,3.32,0.62,,1,,2526,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,,owg2026,,,,1.33,7.57,,,0,Composition,2526,7.75,7.75,8.25,7.75,7.5,7.0,7.75,7.25,7.25,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,,owg2026,,,,1.33,7.82,,,0,Presentation,2526,7.75,8.0,8.25,7.5,8.25,7.5,8.0,7.75,7.5,1,women,team
6,Schizas Madeline,CAN,6,64.97,34.43,30.54,0.0,,owg2026,,,,1.33,7.57,,,0,Skating Skills,2526,7.5,7.5,8.0,7.5,8.0,7.5,7.5,7.5,7.5,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,10.1,owg2026,3Lz+3T,1.0,0.0,,10.61,0.51,,1,,2526,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,3.3,owg2026,2A,2.0,0.0,,3.72,0.42,,1,,2526,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.66,0.46,,1,,2526,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,5.39,owg2026,3Lo,4.0,1.0,,5.67,0.28,,1,,2526,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,3.5,owg2026,CCoSp4,5.0,0.0,,4.15,0.65,,1,,2526,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,3.3,owg2026,StSq3,6.0,0.0,,3.77,0.47,,1,,2526,1.0,2.0,3.0,1.0,-1.0,1.0,1.0,2.0,2.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,2.7,owg2026,LSp4,7.0,0.0,,3.16,0.46,,1,,2526,1.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,1.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,,owg2026,,,,1.33,6.93,,,0,Composition,2526,6.75,7.25,7.25,7.25,6.5,6.75,6.75,7.0,6.75,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,,owg2026,,,,1.33,6.89,,,0,Presentation,2526,6.5,7.5,7.25,7.0,6.25,6.75,7.0,6.75,7.0,1,women,team
7,Schild Lorine,FRA,5,62.24,34.74,27.5,0.0,,owg2026,,,,1.33,6.86,,,0,Skating Skills,2526,6.5,6.75,7.0,7.5,6.75,7.0,7.25,6.75,6.5,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,8.5,owg2026,3S+3Tq,1.0,0.0,,7.52,-0.98,q,1,,2526,-3.0,-2.0,-3.0,-3.0,-2.0,-2.0,-1.0,-2.0,-2.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,3.3,owg2026,2A,2.0,0.0,,3.72,0.42,,1,,2526,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,3.5,owg2026,CCoSp4,3.0,0.0,,4.05,0.55,,1,,2526,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,5.83,owg2026,3F,4.0,1.0,,6.44,0.61,,1,,2526,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,3.9,owg2026,StSq4,5.0,0.0,,4.68,0.78,,1,,2526,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,3.2,owg2026,FCSp4,6.0,0.0,,3.43,0.23,,1,,2526,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,2.7,owg2026,LSp4,7.0,0.0,,3.24,0.54,,1,,2526,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,,owg2026,,,,1.33,6.79,,,0,Composition,2526,6.5,7.0,7.0,6.5,7.0,7.0,6.75,6.75,6.5,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,,owg2026,,,,1.33,6.57,,,0,Presentation,2526,6.25,6.5,7.0,6.25,6.75,6.5,6.5,7.0,6.5,1,women,team
8,Zhang Ruiyang,CHN,1,59.83,33.08,26.75,0.0,,owg2026,,,,1.33,6.75,,,0,Skating Skills,2526,6.5,6.75,6.75,6.5,6.75,6.75,7.5,7.0,6.75,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,7.56,owg2026,3T+3T<,1.0,0.0,,6.66,-0.9,<,1,,2526,-2.0,-2.0,-2.0,-2.0,-3.0,-3.0,-2.0,-2.0,-2.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,3.3,owg2026,2A,2.0,0.0,,3.72,0.42,,1,,2526,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,3.0,owg2026,CCoSp3,3.0,0.0,,3.34,0.34,,1,,2526,1.0,2.0,2.0,0.0,1.0,2.0,1.0,-1.0,1.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,5.39,owg2026,3Loq,4.0,1.0,,4.69,-0.7,q,1,,2526,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,2.8,owg2026,FCSp3,5.0,0.0,,3.36,0.56,,1,,2526,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,3.9,owg2026,StSq4,6.0,0.0,,4.96,1.06,,1,,2526,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,2.4,owg2026,LSp3,7.0,0.0,,2.64,0.24,,1,,2526,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,,owg2026,,,,1.33,7.07,,,0,Composition,2526,7.25,7.25,7.0,7.25,6.75,6.5,7.25,7.25,6.75,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,,owg2026,,,,1.33,7.39,,,0,Presentation,2526,7.5,7.5,7.25,7.25,7.75,7.25,7.5,7.5,7.0,1,women,team
9,Kurakova Ekaterina,POL,3,57.76,29.37,28.39,0.0,,owg2026,,,,1.33,6.89,,,0,Skating Skills,2526,7.25,7.0,6.75,6.75,7.25,6.25,6.75,7.25,6.5,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,5.3,owg2026,3F,1.0,0.0,,5.75,0.45,,1,,2526,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,6.6,owg2026,3Lo+2Lo,2.0,0.0,,6.81,0.21,,1,,2526,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.25,0.05,,1,,2526,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,0.0,owg2026,1A*,4.0,1.0,,0.0,0.0,*,1,,2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,2.6,owg2026,StSq2,5.0,0.0,,2.67,0.07,,1,,2526,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,3.5,owg2026,CCoSp4,6.0,0.0,,3.4,-0.1,,1,,2526,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,2.1,owg2026,SSp3,7.0,0.0,,2.22,0.12,,1,,2526,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,,owg2026,,,,1.33,6.14,,,0,Composition,2526,6.75,6.5,6.0,6.0,6.25,6.0,6.0,6.0,6.25,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,,owg2026,,,,1.33,6.04,,,0,Presentation,2526,6.5,6.25,5.75,6.0,5.75,6.5,5.75,6.25,5.75,1,women,team
10,Spours Kristen,GBR,2,48.28,24.1,24.18,0.0,,owg2026,,,,1.33,6.0,,,0,Skating Skills,2526,6.75,6.0,5.75,6.25,5.75,5.75,6.5,5.75,6.0,1,women,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,13.7,owg2026,4T+3T,1.0,0.0,,17.77,4.07,,1,,2526,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,9.7,owg2026,4S,2.0,0.0,,13.44,3.74,,1,,2526,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,3.2,owg2026,CCSp4,3.0,0.0,,4.11,0.91,,1,,2526,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,8.8,owg2026,3A,4.0,1.0,,11.31,2.51,,1,,2526,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,3.0,owg2026,FSSp4,5.0,0.0,,3.99,0.99,,1,,2526,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.85,1.95,,1,,2526,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.65,1.15,,1,,2526,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,,owg2026,,,,1.67,9.43,,,0,Composition,2526,9.75,9.75,9.0,9.25,9.25,9.25,9.5,9.5,9.5,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,,owg2026,,,,1.67,9.5,,,0,Presentation,2526,10.0,9.25,9.5,9.25,9.5,9.75,9.5,9.75,9.25,1,men,team
1,Kagiyama Yuma,JPN,9,108.67,61.12,47.55,0.0,,owg2026,,,,1.67,9.54,,,0,Skating Skills,2526,9.5,9.75,9.5,9.5,9.75,9.5,9.5,9.5,9.5,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,11.0,owg2026,4F,1.0,0.0,,14.77,3.77,,1,,2526,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,8.0,owg2026,3A,2.0,0.0,,7.66,-0.34,,1,,2526,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,3.2,owg2026,CCSp4,3.0,0.0,,3.57,0.37,,1,,2526,2.0,-1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,14.74,owg2026,4Lz<+3T,4.0,1.0,,13.69,-1.05,<,1,,2526,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,-2.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,2.6,owg2026,FSSp3,5.0,0.0,,3.01,0.41,,1,,2526,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.52,1.62,,1,,2526,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.4,0.9,,1,,2526,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,,owg2026,,,,1.67,9.11,,,0,Composition,2526,9.25,9.25,9.25,9.0,9.25,8.75,8.75,9.0,9.5,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,,owg2026,,,,1.67,9.14,,,0,Presentation,2526,9.25,9.0,9.25,8.75,9.0,9.5,9.0,9.25,9.25,1,men,team
2,Malinin Ilia,USA,10,98.0,52.62,45.38,0.0,,owg2026,,,,1.67,8.93,,,0,Skating Skills,2526,9.25,8.75,8.75,9.0,9.5,9.0,8.75,8.75,9.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,13.7,owg2026,4T+3T,1.0,0.0,,16.01,2.31,,1,,2526,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,9.7,owg2026,4S,2.0,0.0,,11.78,2.08,,1,,2526,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,3.5,owg2026,CCoSp4,3.0,0.0,,3.75,0.25,,1,,2526,1.0,2.0,-1.0,1.0,0.0,2.0,1.0,-1.0,1.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,8.8,owg2026,3A,4.0,1.0,,10.4,1.6,,1,,2526,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,3.2,owg2026,FCSp4,5.0,0.0,,4.02,0.82,,1,,2526,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,3.3,owg2026,StSq3,6.0,0.0,,4.2,0.9,,1,,2526,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,3.0,owg2026,CSSp4,7.0,0.0,,3.47,0.47,,1,,2526,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,,owg2026,,,,1.67,7.96,,,0,Composition,2526,7.75,7.5,7.75,8.25,7.25,8.25,8.0,8.25,8.25,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,,owg2026,,,,1.67,7.79,,,0,Presentation,2526,7.5,7.75,7.5,7.5,7.75,8.5,7.75,8.25,8.0,1,men,team
3,Gogolev Stephen,CAN,2,92.99,53.63,39.36,0.0,,owg2026,,,,1.67,7.82,,,0,Skating Skills,2526,8.0,7.25,7.0,8.0,7.75,8.0,8.0,8.0,7.75,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,9.5,owg2026,4T,1.0,0.0,,8.69,-0.81,,1,,2526,-1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,10.1,owg2026,3Lz+3T,2.0,0.0,,10.44,0.34,,1,,2526,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,3.2,owg2026,CCSp4,3.0,0.0,,2.65,-0.55,,1,,2526,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-1.0,2.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,8.0,owg2026,3A,4.0,0.0,,10.17,2.17,,1,,2526,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,2.6,owg2026,FSSp3,5.0,0.0,,3.31,0.71,,1,,2526,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.63,1.73,,1,,2526,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,2.63,owg2026,CCoSp4V,7.0,0.0,,2.85,0.22,,1,,2526,2.0,-2.0,0.0,1.0,1.0,1.0,-2.0,3.0,3.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,,owg2026,,,,1.67,8.75,,,0,Composition,2526,9.25,8.25,8.75,9.0,9.0,8.25,8.5,8.75,9.0,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,,owg2026,,,,1.67,9.07,,,0,Presentation,2526,9.0,8.75,9.25,9.25,9.25,9.0,8.75,9.0,9.25,1,men,team
4,Aymoz Kevin,FRA,7,88.05,43.74,44.31,0.0,,owg2026,,,,1.67,8.71,,,0,Skating Skills,2526,9.0,8.0,8.75,8.75,8.75,8.75,8.5,8.75,8.75,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,12.8,owg2026,4Lz+2T,1.0,0.0,,10.99,-1.81,,1,,2526,-2.0,0.0,-1.0,-3.0,-2.0,-1.0,-1.0,-2.0,-2.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,8.4,owg2026,4Lo<,2.0,0.0,,6.96,-1.44,<,1,,2526,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,8.8,owg2026,3A,3.0,1.0,,10.97,2.17,,1,,2526,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,3.0,owg2026,FSSp4,4.0,0.0,,3.69,0.69,,1,,2526,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,3.9,owg2026,StSq4,5.0,0.0,,5.01,1.11,,1,,2526,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,3.2,owg2026,CCSp4,6.0,0.0,,4.16,0.96,,1,,2526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.8,1.3,,1,,2526,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,,owg2026,,,,1.67,8.18,,,0,Composition,2526,8.25,8.75,8.0,8.75,7.75,7.75,8.0,8.25,8.25,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,,owg2026,,,,1.67,8.21,,,0,Presentation,2526,8.25,8.25,8.25,8.25,8.0,8.5,7.5,8.0,8.5,1,men,team
5,Grassl Daniel,ITA,6,87.54,46.58,40.96,0.0,,owg2026,,,,1.67,8.14,,,0,Skating Skills,2526,8.5,8.5,7.5,8.5,7.5,8.5,7.75,8.25,8.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,9.7,owg2026,4S,1.0,0.0,,8.18,-1.52,,1,,2526,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-2.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,13.7,owg2026,4T+3T,2.0,0.0,,13.43,-0.27,,1,,2526,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.43,0.23,,1,,2526,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,8.8,owg2026,3A,4.0,1.0,,10.17,1.37,,1,,2526,2.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,3.0,owg2026,CSSp4,5.0,0.0,,3.39,0.39,,1,,2526,3.0,1.0,2.0,0.0,0.0,4.0,-2.0,0.0,3.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,2.6,owg2026,StSq2,6.0,0.0,,3.05,0.45,,1,,2526,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,2.25,owg2026,CCoSp3V,7.0,0.0,,2.57,0.32,,1,,2526,2.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,,owg2026,,,,1.67,8.04,,,0,Composition,2526,8.25,7.5,8.25,8.25,7.5,8.0,7.75,8.25,8.25,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,,owg2026,,,,1.67,7.89,,,0,Presentation,2526,8.0,6.75,8.5,8.0,7.75,8.25,7.5,7.75,8.0,1,men,team
6,Egadze Nika,GEO,8,84.37,44.22,40.15,0.0,,owg2026,,,,1.67,8.11,,,0,Skating Skills,2526,8.25,7.5,8.0,8.5,8.0,8.5,7.75,7.75,8.5,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,9.5,owg2026,4T,1.0,0.0,,10.04,0.54,,1,,2526,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,2.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,8.0,owg2026,3A,2.0,0.0,,9.26,1.26,,1,,2526,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.75,0.55,,1,,2526,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,11.11,owg2026,3Lz+3T,4.0,1.0,,11.62,0.51,,1,,2526,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,3.5,owg2026,CCoSp4,5.0,0.0,,4.2,0.7,,1,,2526,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,2.6,owg2026,StSq2,6.0,0.0,,3.34,0.74,,1,,2526,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,2.3,owg2026,CSSp2,7.0,0.0,,2.99,0.69,,1,,2526,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,,owg2026,,,,1.67,7.64,,,0,Composition,2526,7.5,7.25,7.5,8.0,7.75,7.5,7.25,8.25,8.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,,owg2026,,,,1.67,7.86,,,0,Presentation,2526,7.5,7.0,8.0,8.5,7.75,8.25,7.0,8.5,8.0,1,men,team
7,Jin Boyang,CHN,4,84.15,45.2,38.95,0.0,,owg2026,,,,1.67,7.82,,,0,Skating Skills,2526,7.75,7.0,7.75,8.0,8.0,8.0,7.5,8.25,7.75,1,men,team
